eta1,beta1,r1,eta2,beta2,r2,chi_eff,beta_eff,lambda0,solver_success
0.5925287380561692,1.9978053520493955,0.30403976673165656,1.0,0.5,1.0,0.9859010820130458,0.5773778156606973,2.4219532272930357,1
2.6962058745432174,4.981054426946191,0.56339076433131,1.0,0.5,1.0,1.4025113014547843,2.212270909498627,1.5120819809769495,1
0.8105958020373945,3.7368722074098453,0.26067373594182464,1.0,0.5,1.0,0.9957799606601413,0.6128955295828462,2.3865989818177806,1
2.5823939872313413,3.1797072690436323,0.8302363494349689,1.0,0.5,1.0,2.0049144873979623,2.5059441931081747,1.0990993744352786,1
2.035766985834575,3.3252160262727486,0.12825773397259044,1.0,0.5,1.0,0.9779627579115925,4.480467048303661,7.241533731895418,1
0.7809155080926897,2.1270749284017882,0.5718536196408096,1.0,0.5,1.0,0.9518508650544142,0.9835561462060974,2.448223192578611,1
1.775185014534701,3.713305087070857,0.35670719342809054,1.0,0.5,1.0,1.0469046691599886,0.8291807772524051,2.2156437519800423,1
1.715944252683559,3.47958578364402,0.6668898879705032,1.0,0.5,1.0,1.0038418142622676,14.936927464631916,7.28419266252356,1
4.892836875417647,0.663723950932128,0.17708607254734857,1.0,0.5,1.0,1.0296205951157875,0.5023370525952379,2.309014857162996,1
4.242807784598893,1.381271866784377,0.8249672119881971,1.0,0.5,1.0,1.686043996983943,1.7329859450887202,4.779139456959046,1
3.072209646517993,3.0085980681921356,0.1037646506608656,1.0,0.5,1.0,1.0031968406916563,0.5064411779385786,2.383332556834528,1
3.0487167536316893,4.352495010318832,0.895054309466592,1.0,0.5,1.0,2.155730933711362,5.7671148901318015,3.562295363401517,1
2.2127009239560764,0.8398414978892599,0.8230489477796747,1.0,0.5,1.0,1.1797449641503128,0.9705698221666254,7.707173206994232,1
2.364704338973954,2.261397534285303,0.4753329373759273,1.0,0.5,1.0,1.1987672781766276,0.9309077560467125,1.894171503326755,1
2.963459566142643,0.30319298937244776,0.11217819822027578,1.0,0.5,1.0,1.003637239517333,0.49939531278376065,2.3832771491419718,1
